EstadoCivil;Curso;QualificacaoAnterior;QualificacaoAnteriorGrau;Nacionalidade;NotaAdmissao;NecessidadesEspeciais;Devedor;MensalidadesEmDia;Genero;Bolsista;International;UnidadesCurriculares1SemestreCreditado;UnidadesCurriculares1SemestreInscrito;UnidadesCurriculares1SemestreAvaliacoes;UnidadesCurriculares1SemestreAprovado;UnidadesCurriculares1SemestreGrau;UnidadesCurriculares1SemestreSemAvaliacoes;UnidadesCurriculares2SemestreCreditado;UnidadesCurriculares2SemestreInscrito;UnidadesCurriculares2SemestreAvaliacoes;UnidadesCurriculares2SemestreAprovado;UnidadesCurriculares2SemestreGrau;UnidadesCurriculares2SemestreSemAvaliacoes;TaxaDesemprego;TaxaInflacao;PIB;Target
Solteiro;Enfermagem;Ensino Secundário;120;Português;112,7;0;0;1;Feminino;0;0;0;8;12;6;11,68;0;0;8;12;6;11,68;0;10,8;1,4;1,74;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;116;Português;123,7;0;0;1;Feminino;0;0;0;6;6;6;14,5;0;0;6;7;6;13,5;0;11,1;0,6;2,02;Graduado
Solteiro;Ensino Básico;Ensino Secundário;111;Português;105,8;0;0;1;Feminino;0;0;0;7;7;7;1,31429E+16;0;0;7;8;7;1,28571E+16;0;8,9;1,4;3,51;Graduado
Solteiro;Enfermagem Veterinária;Ensino Secundário;128;Português;124,2;0;0;0;Feminino;0;0;0;5;8;2;11,5;0;0;5;7;2;10,5;0;7,6;2,6;0,32;Desistente
Solteiro;Enfermagem Veterinária;Ensino Secundário;123;Português;122,3;0;0;1;Feminino;0;0;0;5;6;5;14,2;0;0;5;7;5;11,8;0;7,6;2,6;0,32;Graduado
Solteiro;Turismo;Ensino Secundário;131;Português;123,7;0;0;1;Feminino;1;0;0;6;8;5;1,16667E+16;0;0;6;7;5;12,2;0;8,9;1,4;3,51;Graduado
Solteiro;Enfermagem;Ensino Secundário;135;Português;129,8;0;0;1;Feminino;0;0;0;7;8;7;13175;0;0;8;8;8;14875;0;13,9;-0,3;0,79;Graduado
Solteiro;Enfermagem;Ensino Secundário;136;Português;123,8;0;0;1;Feminino;1;0;0;8;8;7;1,33143E+16;0;0;8;8;7;1,33143E+16;0;12,7;3,7;-1,7;Graduado
Solteiro;Gestão;Ensino Secundário;132;Português;126,4;0;0;1;Feminino;1;0;0;5;13;3;10,6;0;0;5;12;3;10,5;0;13,9;-0,3;0,79;Graduado
Solteiro;Ensino Básico;Ensino Secundário;120;Português;115,1;0;0;1;Feminino;1;0;0;6;11;4;12;0;0;6;8;4;10,75;0;15,5;2,8;-4,06;Matriculado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;144;Português;138,4;0;0;1;Feminino;0;0;0;6;7;6;1,34286E+16;0;0;6;7;6;1,41429E+16;0;13,9;-0,3;0,79;Graduado
Solteiro;Enfermagem Veterinária;Ensino Secundário;129;Português;118,2;0;0;1;Feminino;1;0;0;5;7;4;13,25;0;0;5;8;5;1,55714E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;136;Português;121,7;0;0;1;Feminino;0;0;0;6;6;2;13;0;0;6;6;0;0;0;12,4;0,5;1,79;Desistente
Solteiro;Design de Comunicação;Ensino Secundário;125;Português;118;0;0;1;Feminino;1;0;0;6;6;6;1,43333E+16;0;0;6;7;6;14;0;11,1;0,6;2,02;Matriculado
Solteiro;Serviço Social;Ensino Secundário;125;Português;119,8;0;0;1;Feminino;0;0;0;6;0;0;0;0;0;6;0;0;0;0;11,1;0,6;2,02;Desistente
Solteiro;Serviço Social;Ensino Secundário;154;Português;164,9;0;0;1;Feminino;0;0;0;6;6;6;14;0;0;6;6;6;1,31667E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Enfermagem Veterinária;Ensino Secundário;100;Português;100;0;0;1;Feminino;1;0;1;2;2;2;12;0;1;6;11;6;1,28333E+16;0;13,9;-0,3;0,79;Graduado
Solteiro;Ensino Básico;Ensino Secundário;124;Português;121,6;0;0;1;Feminino;0;0;0;6;9;5;1,23333E+16;0;0;6;10;5;10,6;0;15,5;2,8;-4,06;Matriculado
Solteiro;Design de Comunicação;Ensino Secundário;126;Português;120,4;0;0;1;Feminino;0;0;0;6;8;5;11,8;0;0;6;7;5;10,4;1;16,2;0,3;-0,92;Graduado
Solteiro;Enfermagem;Ensino Secundário;124;Português;117,8;0;0;1;Feminino;1;0;0;8;8;7;1,27914E+16;1;0;8;8;7;1,27914E+16;1;10,8;1,4;1,74;Graduado
Divorciado;Gestão de Publicidade e Marketing;Ensino Secundário;150;Português;110;0;0;1;Feminino;0;0;4;8;8;8;11625;0;3;7;12;5;11,2;0;9,4;-0,8;-3,12;Graduado
Solteiro;Enfermagem;Ensino Secundário;133;Português;128,8;0;0;1;Feminino;1;0;0;7;11;6;1,19944E+16;0;0;8;11;7;1,24314E+15;0;15,5;2,8;-4,06;Graduado
Solteiro;Turismo;Ensino Secundário;126;Português;116,6;0;0;1;Feminino;0;0;0;6;9;5;11,6;0;0;6;12;5;12,2;0;13,9;-0,3;0,79;Graduado
Solteiro;Gestão (presencial noturno);Ensino Superior - Licenciatura (1º Ciclo);120;Português;120;0;0;1;Feminino;0;0;0;5;5;0;0;0;0;5;6;0;0;0;12,4;0,5;1,79;Desistente
Solteiro;Jornalismo e Comunicação;Ensino Secundário;175;Português;157,5;0;0;1;Feminino;0;0;0;6;8;6;1,31667E+16;0;0;6;7;6;1,31667E+16;0;10,8;1,4;1,74;Desistente
Solteiro;Enfermagem;Ensino Secundário;141;Português;136,3;0;0;1;Feminino;0;0;0;8;8;7;14,1;0;0;8;8;7;14,1;0;10,8;1,4;1,74;Graduado
Solteiro;Enfermagem;Ensino Secundário;133;Português;121,5;0;0;1;Feminino;1;0;0;7;8;6;1,23967E+16;0;0;8;9;7;1,29429E+15;0;11,1;0,6;2,02;Graduado
Solteiro;Enfermagem;Ensino Secundário;143;Português;133,9;0;0;1;Feminino;0;0;0;7;7;7;1,50143E+16;0;0;8;8;8;160875;0;12,4;0,5;1,79;Graduado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;141;Português;136,8;0;0;1;Feminino;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13,9;-0,3;0,79;Graduado
Solteiro;Enfermagem;Ensino Secundário;134;Português;133,5;0;0;1;Feminino;0;0;0;7;8;7;14,05;0;0;8;8;8;15,1;0;13,9;-0,3;0,79;Graduado
Solteiro;Enfermagem;Ensino Secundário;138;Português;130;0;0;1;Feminino;0;0;0;7;8;7;14,85;0;0;8;8;8;15,2;0;13,9;-0,3;0,79;Desistente
Solteiro;Enfermagem Veterinária;Curso de Especialização Tecnológica;140;Português;140;0;0;1;Feminino;0;0;0;6;10;6;13;0;0;6;19;5;13;0;12,4;0,5;1,79;Graduado
Solteiro;Enfermagem;Ensino Secundário;142;Português;132,7;0;0;1;Feminino;1;0;0;7;8;7;147875;0;0;8;8;8;158625;0;13,9;-0,3;0,79;Graduado
Solteiro;Enfermagem;Ensino Secundário;118;Português;117,8;0;0;1;Feminino;1;0;0;7;7;7;13,7;0;0;8;9;7;1,46714E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Enfermagem;Ensino Secundário;131;Português;126,1;0;0;1;Feminino;1;0;0;7;7;7;1,24957E+16;0;0;8;9;7;1,22429E+16;0;11,1;0,6;2,02;Desistente
Solteiro;Enfermagem;Ensino Secundário;130;Português;120;0;0;1;Feminino;0;0;0;7;7;6;1,45667E+16;0;0;7;7;6;1,45667E+16;0;7,6;2,6;0,32;Graduado
Solteiro;Gestão de Publicidade e Marketing;Outro - 11º Ano de Escolaridade;133,1;Português;100;0;1;0;Feminino;0;0;0;5;5;5;11,2;0;0;5;5;4;11,25;0;9,4;-0,8;-3,12;Desistente
Solteiro;Enfermagem;Ensino Secundário;130;Português;116,8;0;0;1;Feminino;0;0;0;8;8;7;1,26857E+16;0;0;8;8;7;1,26857E+16;0;12,7;3,7;-1,7;Graduado
Solteiro;Serviço Social;Curso Técnico Superior Profissional;130;Português;128,3;0;1;0;Feminino;0;0;5;9;12;7;1,35714E+16;0;4;9;14;4;13,25;0;8,9;1,4;3,51;Desistente
Solteiro;Design de Comunicação;Ensino Secundário;133,1;Português;117;0;0;1;Feminino;0;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Desistente
Solteiro;Serviço Social (prestação nocturna);Ensino Secundário;130;Português;131,5;0;0;1;Feminino;0;0;0;6;8;5;11;0;0;6;7;6;1,11667E+16;0;11,1;0,6;2,02;Graduado
Solteiro;Enfermagem;Ensino Secundário;149;Português;134,8;0;0;1;Feminino;0;0;0;8;8;8;14445;0;0;8;8;8;14445;0;9,4;-0,8;-3,12;Graduado
Solteiro;Ensino Básico;Ensino Secundário;163;Português;146,6;0;1;1;Feminino;0;0;0;6;9;5;13,6;0;0;6;10;4;11,75;0;9,4;-0,8;-3,12;Matriculado
Solteiro;Serviço Social (prestação nocturna);Ensino Superior - Licenciatura (1º Ciclo);130;Português;130;0;1;0;Feminino;0;0;7;12;12;11;14;0;4;10;11;8;14625;0;13,9;-0,3;0,79;Desistente
Solteiro;Enfermagem;Ensino Secundário;145;Português;127,5;0;0;1;Feminino;1;0;0;7;7;6;1,34167E+16;0;0;7;7;6;1,34167E+16;0;7,6;2,6;0,32;Graduado
Solteiro;Gestão;Ensino Secundário;130;Português;123;0;0;1;Feminino;0;0;0;5;8;5;1,23333E+16;2;0;5;7;5;11,4;0;15,5;2,8;-4,06;Graduado
Solteiro;Enfermagem;Ensino Secundário;128;Português;100;0;0;1;Feminino;0;0;0;7;8;7;13,1;0;0;8;8;8;148125;0;13,9;-0,3;0,79;Graduado
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;111;Português;114,2;0;0;1;Feminino;0;0;0;6;9;4;13,2;0;0;6;10;5;12,8;0;12,4;0,5;1,79;Graduado
Solteiro;Enfermagem;Ensino Secundário;140;Português;123,5;0;0;1;Feminino;1;0;0;8;8;8;14,75;0;0;8;8;8;14,75;0;9,4;-0,8;-3,12;Graduado
Solteiro;Serviço Social;Curso de Especialização Tecnológica;140;Português;144,3;0;0;1;Feminino;1;0;3;6;7;6;1,31429E+16;0;2;6;6;6;1,43333E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Ensino Básico;Ensino Secundário;145;Português;142,2;0;0;1;Feminino;0;0;0;6;9;4;12,5;0;0;6;9;5;12,5;0;9,4;-0,8;-3,12;Matriculado
Solteiro;Enfermagem Veterinária;Ensino Secundário;151;Português;161,9;0;0;1;Feminino;0;0;0;5;6;4;13,75;0;0;5;8;5;1,48571E+16;0;7,6;2,6;0,32;Graduado
Solteiro;Serviço Social;Ensino Secundário;132;Português;135,9;0;0;1;Feminino;0;0;0;6;11;5;12,4;0;0;6;7;6;13;0;9,4;-0,8;-3,12;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;116;Português;110,1;0;0;1;Feminino;0;0;0;6;6;6;1,33333E+16;0;0;6;6;6;12;0;11,1;0,6;2,02;Graduado
Solteiro;Ensino Básico;Ensino Secundário;120;Português;122,5;0;0;0;Feminino;0;0;11;11;11;11;1,17273E+16;0;8;8;8;8;12;0;15,5;2,8;-4,06;Desistente
Solteiro;Turismo;Ensino Secundário;158;Português;138,1;0;0;1;Feminino;0;0;0;6;8;4;12,5;0;0;6;11;1;14;0;7,6;2,6;0,32;Desistente
Solteiro;Design de Animação e Multimédia;Ensino Secundário;116;Português;117,3;0;1;1;Feminino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,9;-0,3;0,79;Desistente
Solteiro;Enfermagem;Ensino Secundário;112;Português;106,8;0;0;1;Feminino;1;0;0;7;8;6;1,35333E+16;0;0;8;9;7;1,36143E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;126;Português;120,1;1;0;1;Feminino;1;0;0;6;6;6;1,31667E+16;0;0;6;6;6;1,26667E+16;0;11,1;0,6;2,02;Graduado
Solteiro;Turismo;Ensino Secundário;120;Português;116,5;0;0;1;Feminino;1;0;0;6;9;5;13,2;0;0;6;8;5;11;0;12,4;0,5;1,79;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;117;Português;120;0;0;1;Feminino;0;0;0;6;7;5;12,2;0;0;6;7;4;12,6;0;8,9;1,4;3,51;Matriculado
Solteiro;Ensino Básico;Ensino Secundário;153;Português;139,7;0;0;1;Feminino;1;0;0;7;7;7;1,34286E+16;0;0;7;7;7;1,48571E+16;0;11,1;0,6;2,02;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;124;Português;123,7;0;0;1;Feminino;1;0;1;6;8;6;1,27143E+16;1;0;6;8;6;12625;0;13,9;-0,3;0,79;Graduado
Solteiro;Equincultura;Ensino Secundário;127;Português;116,5;0;0;1;Feminino;0;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Desistente
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;126;Português;122,2;0;0;1;Feminino;1;0;0;6;6;6;1,36667E+16;0;0;6;9;6;1,36667E+16;0;8,9;1,4;3,51;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;133,1;Português;146;0;1;1;Feminino;0;0;0;6;6;5;11;0;0;6;6;6;1,31667E+16;0;16,2;0,3;-0,92;Graduado
Solteiro;Ensino Básico;Ensino Secundário;114;Português;108,8;0;0;1;Feminino;0;0;0;7;11;5;11,4;0;0;7;9;6;1,33333E+16;0;13,9;-0,3;0,79;Matriculado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;133;Português;133;0;0;1;Feminino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,5;2,8;-4,06;Matriculado
Solteiro;Equincultura;Ensino Secundário;130;Português;123,8;0;0;1;Feminino;0;0;0;5;7;4;12;0;0;5;6;5;12;0;7,6;2,6;0,32;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;127;Português;120;0;0;1;Feminino;0;0;0;6;6;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Desistente
Solteiro;Serviço Social;Ensino Secundário;143;Português;126,9;0;0;1;Feminino;0;0;0;6;14;5;11;0;0;6;6;6;1,16667E+16;0;7,6;2,6;0,32;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;130;Português;121,3;0;0;1;Feminino;0;0;0;6;12;5;12;0;0;6;8;6;1,15714E+16;0;15,5;2,8;-4,06;Desistente
Solteiro;Enfermagem;Ensino Secundário;136;Português;129;0;0;1;Feminino;1;0;0;7;7;7;1,33086E+16;0;0;8;10;8;12,55;0;12,4;0,5;1,79;Graduado
Solteiro;Ensino Básico;Ensino Secundário;125;Português;114,9;0;1;0;Feminino;0;0;0;6;8;3;1,36667E+16;0;0;6;7;3;1,06667E+16;0;15,5;2,8;-4,06;Desistente
Solteiro;Gestão de Publicidade e Marketing;Ensino Superior - Licenciatura;110;Português;106,5;0;1;0;Feminino;0;0;0;6;6;0;0;0;0;6;9;0;0;0;10,8;1,4;1,74;Desistente
Solteiro;Turismo;Ensino Secundário;130;Português;133,9;0;0;1;Feminino;0;0;0;6;10;5;12,2;0;0;6;8;4;11,25;0;9,4;-0,8;-3,12;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;135;Português;124,9;0;0;1;Feminino;1;0;0;6;7;6;1,26667E+16;0;0;6;6;6;1,28333E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Enfermagem;Ensino Secundário;133;Português;128,5;0;0;1;Feminino;1;0;0;8;8;8;1407125;0;0;8;8;8;1407125;0;9,4;-0,8;-3,12;Graduado
Solteiro;Enfermagem Veterinária;Frequência do Ensino Superior;122;Português;126,2;0;0;1;Feminino;0;0;0;5;14;4;14,25;3;0;5;9;5;13,2;4;9,4;-0,8;-3,12;Desistente
Solteiro;Equincultura;Ensino Secundário;122;Português;121,7;0;0;0;Feminino;0;0;0;6;0;0;0;0;0;2;2;0;0;2;9,4;-0,8;-3,12;Desistente
Solteiro;Ensino Básico;Ensino Secundário;121;Português;120;0;0;1;Feminino;0;0;0;6;10;3;12;0;0;6;8;4;10,25;0;10,8;1,4;1,74;Matriculado
Solteiro;Gestão;Ensino Secundário;123;Português;113,2;0;0;1;Feminino;0;0;3;10;18;6;1,11667E+16;2;4;10;16;7;1,05714E+16;0;7,6;2,6;0,32;Matriculado
Solteiro;Serviço Social;Ensino Secundário;128;Português;120,3;0;0;1;Feminino;0;0;0;6;12;2;13;0;0;6;8;5;11,6;0;7,6;2,6;0,32;Graduado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;139;Português;127,8;0;0;1;Feminino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,8;1,4;1,74;Desistente
Solteiro;Enfermagem;Ensino Secundário;124;Português;123,3;0;0;1;Feminino;1;0;0;8;8;7;1,49014E+16;1;0;8;8;7;1,49014E+16;1;9,4;-0,8;-3,12;Desistente
Solteiro;Enfermagem;Ensino Secundário;135;Português;126,3;0;1;1;Feminino;1;0;0;7;8;7;12,65;0;0;8;9;8;1,24456E+16;0;15,5;2,8;-4,06;Graduado
Solteiro;Gestão (presencial noturno);Curso Técnico Superior Profissional;110;Português;128,2;0;0;0;Feminino;0;0;7;12;12;7;11;0;5;5;5;5;10,6;0;8,9;1,4;3,51;Desistente
Solteiro;Enfermagem Veterinária;Ensino Secundário;138;Português;134,9;0;0;1;Feminino;0;0;0;5;7;4;12,4;0;0;5;9;5;1,26667E+16;0;7,6;2,6;0,32;Graduado
Solteiro;Agronomia;Curso de Especialização Tecnológica;140;Português;140;0;0;1;Feminino;0;0;0;6;7;6;12;0;0;6;7;6;1,26667E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Enfermagem;Ensino Secundário;126;Português;115,5;0;0;1;Feminino;1;0;0;7;8;7;1,21357E+16;0;0;8;10;7;1,33286E+16;0;12,4;0,5;1,79;Graduado
Solteiro;Enfermagem;Ensino Secundário;113;Português;106,7;0;0;1;Feminino;1;0;0;7;10;5;12,62;0;0;7;8;6;12,5;0;11,1;0,6;2,02;Matriculado
Solteiro;Gestão (presencial noturno);Ensino Secundário;120;Português;140;0;0;1;Feminino;0;0;0;5;11;3;1,06667E+16;0;0;5;11;3;1,13333E+16;0;15,5;2,8;-4,06;Matriculado
Solteiro;Enfermagem;Ensino Secundário;145;Português;136,6;0;0;1;Feminino;1;0;0;7;12;6;1,37667E+16;0;0;8;10;7;1,40514E+16;0;15,5;2,8;-4,06;Graduado
Solteiro;Enfermagem;Ensino Secundário;124;Português;119,3;0;0;1;Feminino;0;0;0;8;8;8;1311625;0;0;8;8;8;1311625;0;9,4;-0,8;-3,12;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;160;Português;152;0;0;0;Feminino;0;0;0;5;5;0;0;0;0;6;0;0;0;0;10,8;1,4;1,74;Desistente
Solteiro;Enfermagem;Ensino Secundário;138;Português;144,3;0;0;1;Feminino;0;0;0;7;9;6;12,7;0;0;8;8;7;1,35714E+16;0;13,9;-0,3;0,79;Graduado
Solteiro;Higiene Oral;Ensino Secundário;130;Português;159;0;0;1;Feminino;0;0;0;7;11;7;1,18571E+16;0;0;8;21;5;11,7;0;12,4;0,5;1,79;Matriculado
Solteiro;Enfermagem;Ensino Secundário;127;Português;129,5;0;0;1;Feminino;1;0;0;7;7;6;1,23333E+16;0;0;7;7;6;1,23333E+16;0;7,6;2,6;0,32;Graduado
Solteiro;Serviço Social;Ensino Secundário;170;Português;140;0;0;1;Feminino;0;0;0;6;9;4;15,75;0;0;6;10;5;16,4;0;9,4;-0,8;-3,12;Matriculado
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;111;Português;105,4;0;0;1;Feminino;0;0;0;5;6;5;1,33333E+16;0;0;5;6;5;13,2;0;7,6;2,6;0,32;Graduado
Solteiro;Enfermagem;Ensino Secundário;100;Português;136;0;0;1;Feminino;0;0;4;7;9;7;1,43556E+16;0;5;8;8;8;1349375;0;15,5;2,8;-4,06;Graduado
Solteiro;Agronomia;Curso de Especialização Tecnológica;160;Português;160;0;1;1;Feminino;1;0;0;6;8;6;13;0;0;6;11;5;13;0;15,5;2,8;-4,06;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;152;Português;139,1;0;0;1;Feminino;1;0;0;6;6;6;1,28333E+16;0;0;6;6;6;13,5;0;16,2;0,3;-0,92;Graduado
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;144;Português;126,9;0;0;1;Feminino;1;0;0;5;5;5;13,2;0;0;5;5;4;13;0;9,4;-0,8;-3,12;Graduado
Solteiro;Enfermagem;Ensino Superior - Licenciatura;133,8;Português;184;0;0;1;Feminino;0;0;0;7;9;7;1,70056E+16;0;1;8;9;8;1,65822E+16;0;15,5;2,8;-4,06;Graduado
Solteiro;Serviço Social;Ensino Secundário;125;Português;125;0;1;0;Feminino;1;0;0;6;8;5;10,6;0;0;6;8;5;11;0;10,8;1,4;1,74;Graduado
Solteiro;Gestão;Ensino Secundário;150;Português;138,5;0;0;1;Feminino;1;0;0;5;5;5;14;0;0;5;6;5;13,6;0;12,4;0,5;1,79;Graduado
União de Fato;Enfermagem;Ensino Secundário;143;Português;133,5;0;0;1;Feminino;1;0;0;8;8;7;1,21143E+16;0;0;8;8;7;1,21143E+16;0;12,7;3,7;-1,7;Graduado
Solteiro;Enfermagem;Ensino Secundário;145;Português;141,5;0;0;1;Feminino;1;0;0;8;8;8;1305875;0;0;8;8;8;1305875;0;9,4;-0,8;-3,12;Graduado
Solteiro;Enfermagem;Ensino Secundário;120;Português;130;0;0;1;Feminino;0;0;4;8;8;7;1,32857E+16;0;4;8;8;7;1,32857E+16;0;12,7;3,7;-1,7;Graduado
Solteiro;Gestão;Ensino Secundário;138;Português;131;0;0;1;Feminino;0;0;0;5;9;4;11;0;0;5;8;3;1,06667E+16;0;12,4;0,5;1,79;Matriculado
Solteiro;Enfermagem;Ensino Secundário;145;Português;145;0;0;1;Feminino;1;0;0;7;7;7;1,40714E+16;0;0;8;8;8;151625;0;13,9;-0,3;0,79;Graduado
Solteiro;Turismo;Ensino Secundário;122;Português;114,3;0;0;0;Feminino;0;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Desistente
Solteiro;Design de Animação e Multimédia;Curso de Especialização Tecnológica;110;Português;108,3;0;0;0;Feminino;0;0;4;9;9;4;11,25;0;3;10;12;3;11;0;12,4;0,5;1,79;Desistente
Solteiro;Design de Comunicação;Ensino Secundário;136;Português;125,2;0;0;1;Feminino;1;0;0;6;6;6;14;0;0;6;8;6;13625;0;10,8;1,4;1,74;Graduado
Solteiro;Turismo;Ensino Secundário;145;Português;131,7;0;0;1;Feminino;1;0;0;6;8;6;1,21667E+16;0;0;6;11;3;1,16667E+16;0;10,8;1,4;1,74;Desistente
Solteiro;Enfermagem;Ensino Secundário;141;Português;126,3;0;0;1;Feminino;0;0;0;8;8;7;1,32971E+16;0;0;8;8;7;1,32971E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Enfermagem Veterinária;Ensino Secundário;149;Português;147,6;0;0;1;Feminino;0;0;0;6;14;6;1,39231E+16;0;0;6;9;6;14,25;0;15,5;2,8;-4,06;Graduado
Solteiro;Enfermagem;Ensino Secundário;130;Português;125,1;0;0;1;Feminino;0;0;0;7;11;7;13,37;0;0;8;13;7;1,28333E+16;0;15,5;2,8;-4,06;Graduado
Solteiro;Gestão;Ensino Secundário;121;Português;123,8;0;0;1;Feminino;1;0;0;5;5;5;12,4;0;0;5;8;3;11;0;12,7;3,7;-1,7;Matriculado
Solteiro;Gestão de Publicidade e Marketing;Ensino Secundário;128;Português;130,8;0;0;1;Feminino;0;0;0;5;5;4;15;0;0;5;5;4;13,75;0;7,6;2,6;0,32;Desistente
Solteiro;Ensino Básico;Ensino Secundário;152;Português;154,1;0;1;1;Feminino;1;0;0;6;6;6;1,33333E+16;0;0;6;7;6;1,25714E+16;0;12,7;3,7;-1,7;Graduado
Solteiro;Gestão;Ensino Secundário;132;Português;122,6;0;0;1;Feminino;1;0;0;5;8;3;12;0;0;5;9;4;12625;0;10,8;1,4;1,74;Matriculado
Solteiro;Serviço Social (prestação nocturna);Ensino Secundário;107;Português;103,5;0;0;1;Feminino;0;0;0;6;7;5;13,4;0;0;6;9;5;12,2;0;7,6;2,6;0,32;Graduado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;131;Português;132,8;0;0;1;Feminino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,6;2,6;0,32;Matriculado
Solteiro;Gestão (presencial noturno);Ensino Secundário;141;Português;100;0;0;1;Feminino;0;0;1;5;9;4;11,5;0;1;5;5;5;11,4;0;8,9;1,4;3,51;Graduado
Solteiro;Ensino Básico;Ensino Secundário;120;Português;115,8;0;0;1;Feminino;0;0;0;7;12;6;12;0;0;7;11;6;1,21667E+16;0;13,9;-0,3;0,79;Matriculado
Solteiro;Enfermagem;Ensino Secundário;148;Português;133,8;0;0;1;Feminino;0;0;0;8;8;7;1,34857E+16;0;0;8;8;7;1,34857E+16;0;12,7;3,7;-1,7;Graduado
Solteiro;Design de Comunicação;Ensino Secundário;130;Português;118,5;1;0;1;Feminino;1;0;0;6;6;6;12;0;0;6;8;6;1,12857E+16;0;8,9;1,4;3,51;Graduado
Solteiro;Design de Animação e Multimédia;Ensino Secundário;145;Português;150,3;0;0;1;Feminino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,5;2,8;-4,06;Desistente
Solteiro;Gestão;Ensino Secundário;112;Português;107,8;0;0;1;Feminino;0;0;0;5;7;3;1,03333E+16;0;0;5;11;3;1,44286E+16;0;10,8;1,4;1,74;Matriculado
Solteiro;Enfermagem;Ensino Secundário;138;Português;127,5;0;0;1;Feminino;0;0;0;7;10;5;12,94;0;0;7;7;5;13,76;0;16,2;0,3;-0,92;Matriculado
Solteiro;Enfermagem;Ensino Secundário;135;Português;120,5;0;0;1;Feminino;0;0;0;8;11;7;1,32586E+16;0;0;8;11;7;1,32586E+16;0;10,8;1,4;1,74;Graduado
Solteiro;Gestão;Ensino Secundário;118;Português;117,3;0;0;1;Feminino;0;0;0;5;9;4;12,25;0;0;5;10;4;12;0;8,9;1,4;3,51;Matriculado
Solteiro;Turismo;Ensino Secundário;123;Português;120,6;0;0;0;Feminino;0;0;0;6;9;3;1,16667E+16;0;0;6;15;1;10;0;10,8;1,4;1,74;Desistente
Solteiro;Turismo;Ensino Secundário;126;Português;118,7;0;0;1;Feminino;1;0;0;6;7;6;1,35714E+16;0;0;6;6;6;12,5;0;8,9;1,4;3,51;Graduado
Solteiro;Jornalismo e Comunicação;Ensino Secundário;150;Brasileiro;130,8;0;0;1;Feminino;1;1;0;6;9;5;11,8;0;0;6;9;5;1,18333E+16;0;15,5;2,8;-4,06;Graduado
Solteiro;Gestão;Ensino Secundário;121;Português;112,6;0;0;1;Feminino;1;0;0;5;7;5;14,2;0;0;5;7;5;1,32857E+16;0;11,1;0,6;2,02;Graduado
Solteiro;Gestão (presencial noturno);Ensino Básico (3º Ciclo);133,1;Português;117,2;0;0;1;Feminino;0;0;0;5;8;5;11;0;0;5;6;5;11,8;1;7,6;2,6;0,32;Graduado
Divorciado;Enfermagem;Ensino Superior - Licenciatura (1º Ciclo);130;Português;130;0;0;1;Feminino;0;0;0;7;16;4;13625;0;0;7;8;7;126375;0;12,4;0,5;1,79;Matriculado
Solteiro;Enfermagem;Ensino Secundário;139;Português;131,8;0;0;1;Feminino;0;0;0;8;8;7;1,46529E+16;0;0;8;8;7;1,46529E+16;0;10,8;1,4;1,74;Graduado
